vehicle_id,zone_name,latitude,longitude,soc_now,hour,day_of_week,demand_zone_score,timestamp_iso,temp_c,rain_mm,battery_health,trips_last_24h,avg_trip_km,last_trip_km,last_trip_min,minutes_to_empty
VLP-1003-1342,Villepinte,48.975273,2.562384,0.49,8,4,1.74,2025-10-03T08:00,18.0,0.22,0.863,6,3.45,4.15,13.2,115.8
VRY-1003-1343,Viry-Chatillon,48.679998,2.365369,0.507,21,4,1.0,2025-10-03T21:00,20.5,0.0,0.952,1,1.28,0.92,11.1,239.0
VLP-1003-1344,Villepinte,48.97133,2.561932,0.611,21,4,1.2,2025-10-03T21:00,20.9,0.0,0.984,7,2.9,3.11,15.6,250.1
RSB-1003-1345,Roissy-en-Brie,48.789532,2.661207,0.565,9,4,1.595,2025-10-03T09:00,22.8,0.69,0.997,6,3.27,3.66,16.3,194.9
MAL-1003-1346,Malakoff,48.82313,2.334291,0.332,13,4,1.05,2025-10-03T13:00,16.4,2.49,0.961,3,1.59,1.22,3.0,152.5
VLP-1003-1347,Villepinte,48.983632,2.534912,0.369,13,4,1.2,2025-10-03T13:00,15.1,2.26,0.979,3,1.23,1.55,8.6,150.3
BOB-1003-1348,Bobigny,48.92156,2.469524,0.593,8,4,1.667,2025-10-03T08:00,23.6,0.39,0.995,4,3.08,3.62,17.7,162.8
BOB-1003-1349,Bobigny,48.919228,2.417212,0.398,6,4,1.15,2025-10-03T06:00,17.9,0.0,0.903,2,1.81,1.88,14.5,164.0
BOB-1003-1350,Bobigny,48.892639,2.436791,0.243,9,4,1.667,2025-10-03T09:00,27.4,1.19,0.889,1,3.35,3.2,18.4,74.8
MAL-1003-1351,Malakoff,48.821763,2.301034,0.504,8,4,1.522,2025-10-03T08:00,13.7,0.0,0.977,5,2.5,2.86,15.4,167.3
VRY-1003-1352,Viry-Chatillon,48.687459,2.370841,0.465,13,4,1.0,2025-10-03T13:00,17.5,1.61,0.873,4,0.67,0.42,12.1,218.6
MAL-1003-1353,Malakoff,48.830385,2.290289,0.495,13,4,1.05,2025-10-03T13:00,10.8,0.0,0.994,1,2.33,2.3,6.7,236.1
RSB-1003-1354,Roissy-en-Brie,48.781517,2.636415,0.182,16,4,1.1,2025-10-03T16:00,16.3,0.0,0.968,4,0.3,1.05,8.9,96.0
VRY-1003-1355,Viry-Chatillon,48.658741,2.368017,0.79,16,4,1.0,2025-10-03T16:00,22.2,2.33,0.981,0,1.97,1.35,5.4,402.6
BOB-1003-1356,Bobigny,48.90656,2.459719,0.375,14,4,1.15,2025-10-03T14:00,13.0,0.12,0.875,2,3.02,3.91,13.6,134.4
BOB-1003-1357,Bobigny,48.908677,2.449742,0.482,8,4,1.667,2025-10-03T08:00,17.9,1.77,0.977,5,3.66,4.53,20.0,154.7
VRY-1003-1358,Viry-Chatillon,48.676026,2.373269,0.735,21,4,1.0,2025-10-03T21:00,16.3,2.6,0.93,2,0.66,1.71,7.4,343.5
VRY-1003-1359,Viry-Chatillon,48.676328,2.376334,0.583,13,4,1.0,2025-10-03T13:00,18.6,0.7,0.909,1,2.18,2.3,3.9,266.7
BOB-1003-1360,Bobigny,48.914779,2.460762,0.246,10,4,1.15,2025-10-03T10:00,18.5,0.66,0.891,2,1.87,2.45,11.6,128.3
VRY-1003-1361,Viry-Chatillon,48.673938,2.369949,0.499,20,4,1.45,2025-10-03T20:00,16.1,3.55,0.874,2,2.66,3.16,5.5,167.4
VRY-1003-1362,Viry-Chatillon,48.671628,2.396281,0.554,15,4,1.0,2025-10-03T15:00,25.8,0.0,0.972,2,1.48,1.19,6.8,257.6
BOB-1003-1363,Bobigny,48.906977,2.462582,0.553,18,4,1.667,2025-10-03T18:00,18.7,0.0,0.881,7,2.97,1.95,12.3,162.2
BOB-1003-1364,Bobigny,48.898633,2.441408,0.46,6,4,1.15,2025-10-03T06:00,21.2,1.14,0.927,1,0.58,0.51,5.7,177.8
RSB-1003-1365,Roissy-en-Brie,48.769462,2.669041,0.408,8,4,1.595,2025-10-03T08:00,19.6,0.0,0.993,2,3.37,4.0,16.2,96.9
RSB-1003-1366,Roissy-en-Brie,48.78038,2.653065,0.633,11,4,1.1,2025-10-03T11:00,17.1,0.3,0.957,5,0.81,0.2,13.2,281.8
VLP-1003-1367,Villepinte,48.960331,2.531771,0.573,6,4,1.2,2025-10-03T06:00,17.9,0.41,0.868,2,2.41,2.02,12.8,270.5
RSB-1003-1368,Roissy-en-Brie,48.801108,2.661931,0.833,19,4,1.595,2025-10-03T19:00,16.7,0.0,0.914,3,1.68,1.52,15.5,267.1
BOB-1003-1369,Bobigny,48.910924,2.43947,0.496,7,4,1.667,2025-10-03T07:00,20.3,3.94,0.95,3,2.02,1.88,20.1,142.4
VLP-1003-1370,Villepinte,48.957424,2.555831,0.529,20,4,1.74,2025-10-03T20:00,22.6,0.0,0.898,5,1.56,1.04,24.9,141.2
RSB-1003-1371,Roissy-en-Brie,48.794571,2.645463,0.804,7,4,1.595,2025-10-03T07:00,15.2,0.4,0.981,3,2.66,1.81,18.2,230.6
RSB-1003-1372,Roissy-en-Brie,48.788347,2.645966,0.452,7,4,1.595,2025-10-03T07:00,13.9,0.83,0.891,6,3.08,3.48,17.3,159.8
VLP-1003-1373,Villepinte,48.97783,2.560044,0.206,9,4,1.74,2025-10-03T09:00,23.3,0.23,0.864,5,1.78,0.76,22.9,98.0
MAL-1003-1374,Malakoff,48.818712,2.312839,0.472,6,4,1.05,2025-10-03T06:00,11.9,3.13,0.865,4,0.52,0.2,11.0,211.0
RSB-1003-1375,Roissy-en-Brie,48.788868,2.628944,0.348,19,4,1.595,2025-10-03T19:00,22.3,0.0,0.927,5,2.48,1.9,18.5,110.0
VRY-1003-1376,Viry-Chatillon,48.661413,2.377166,0.86,16,4,1.0,2025-10-03T16:00,16.4,2.83,0.876,6,3.0,2.39,4.0,433.8
VRY-1003-1377,Viry-Chatillon,48.67773,2.372322,0.802,11,4,1.0,2025-10-03T11:00,14.0,0.92,0.99,3,1.18,1.06,7.9,413.7
VRY-1003-1378,Viry-Chatillon,48.660197,2.375573,0.588,8,4,1.45,2025-10-03T08:00,17.6,0.93,0.944,5,1.21,1.57,14.8,194.1
VLP-1003-1379,Villepinte,48.970499,2.553187,0.615,20,4,1.74,2025-10-03T20:00,23.3,0.21,0.953,5,3.1,3.78,20.2,187.5
RSB-1003-1380,Roissy-en-Brie,48.783122,2.651783,0.308,19,4,1.595,2025-10-03T19:00,21.2,2.92,0.863,3,2.67,2.64,11.3,90.8
BOB-1003-1381,Bobigny,48.906315,2.452111,0.475,20,4,1.667,2025-10-03T20:00,21.1,0.51,0.986,7,3.71,3.91,13.4,112.1
VRY-1003-1382,Viry-Chatillon,48.672928,2.38436,0.271,11,4,1.0,2025-10-03T11:00,13.2,3.37,0.963,5,0.58,0.5,12.2,134.1
VLP-1003-1383,Villepinte,48.975326,2.543818,0.4,8,4,1.74,2025-10-03T08:00,26.5,0.0,0.889,8,3.15,2.73,18.6,94.9
RSB-1003-1384,Roissy-en-Brie,48.799635,2.683305,0.701,17,4,1.595,2025-10-03T17:00,18.2,3.73,0.993,3,2.69,3.23,14.9,232.2
VLP-1003-1385,Villepinte,48.973004,2.557831,0.806,9,4,1.74,2025-10-03T09:00,15.6,1.6,0.987,4,2.3,1.35,17.6,259.9
VRY-1003-1386,Viry-Chatillon,48.671108,2.373698,0.532,17,4,1.45,2025-10-03T17:00,24.5,2.19,0.995,5,2.39,2.04,7.3,176.7
VLP-1003-1387,Villepinte,48.950963,2.539365,0.562,8,4,1.74,2025-10-03T08:00,25.0,0.0,0.978,8,3.02,2.95,18.2,148.2
MAL-1003-1388,Malakoff,48.828975,2.28681,0.282,18,4,1.522,2025-10-03T18:00,25.2,0.0,0.889,4,1.63,2.76,14.7,95.1
VLP-1003-1389,Villepinte,48.958827,2.551601,0.661,11,4,1.2,2025-10-03T11:00,16.3,1.31,0.987,6,2.99,3.24,17.8,290.3
BOB-1003-1390,Bobigny,48.909892,2.429977,0.613,7,4,1.667,2025-10-03T07:00,18.4,0.0,0.971,1,2.17,3.1,14.9,192.4
RSB-1003-1391,Roissy-en-Brie,48.793734,2.646344,0.252,19,4,1.595,2025-10-03T19:00,16.2,0.34,0.86,8,2.63,3.34,15.1,92.8
MAL-1003-1392,Malakoff,48.818304,2.31053,0.787,21,4,1.05,2025-10-03T21:00,22.1,0.47,0.866,5,2.08,2.48,9.1,375.8
VRY-1003-1393,Viry-Chatillon,48.685524,2.355014,0.497,20,4,1.45,2025-10-03T20:00,22.5,0.0,0.994,4,3.3,2.56,15.3,155.4
BOB-1003-1394,Bobigny,48.906051,2.457878,0.66,19,4,1.667,2025-10-03T19:00,15.5,0.0,0.94,5,2.34,2.41,16.9,183.6
BOB-1003-1395,Bobigny,48.918861,2.430052,0.598,19,4,1.667,2025-10-03T19:00,19.5,0.0,0.967,7,2.72,3.25,21.3,208.8
RSB-1003-1396,Roissy-en-Brie,48.792212,2.648554,0.669,20,4,1.595,2025-10-03T20:00,17.3,0.0,0.917,2,4.31,4.33,23.1,202.6
BOB-1003-1397,Bobigny,48.915688,2.441894,0.666,14,4,1.15,2025-10-03T14:00,20.7,0.12,0.953,2,0.68,1.26,17.1,290.8
RSB-1003-1398,Roissy-en-Brie,48.780169,2.652126,0.289,18,4,1.595,2025-10-03T18:00,23.1,0.0,0.93,7,2.22,2.13,13.8,47.7
MAL-1003-1399,Malakoff,48.800432,2.314564,0.373,18,4,1.522,2025-10-03T18:00,10.2,2.12,0.923,5,2.17,2.58,14.7,133.2
BOB-1003-1400,Bobigny,48.918226,2.46787,0.616,7,4,1.667,2025-10-03T07:00,22.3,0.0,0.878,5,2.83,2.77,13.7,171.9
BOB-1003-1401,Bobigny,48.913412,2.461137,0.499,15,4,1.15,2025-10-03T15:00,20.3,0.1,0.867,4,1.33,1.59,7.3,184.5
VLP-1003-1402,Villepinte,48.952616,2.550319,0.38,16,4,1.2,2025-10-03T16:00,18.8,0.0,0.917,3,0.54,0.85,10.7,156.5
RSB-1003-1403,Roissy-en-Brie,48.779273,2.668706,0.623,17,4,1.595,2025-10-03T17:00,19.3,0.69,0.92,5,2.51,3.06,19.4,223.7
BOB-1003-1404,Bobigny,48.915423,2.441461,0.915,14,4,1.15,2025-10-03T14:00,14.9,3.11,0.954,2,1.07,2.15,7.8,397.7
VLP-1003-1405,Villepinte,48.969058,2.560229,0.533,6,4,1.2,2025-10-03T06:00,17.0,0.64,0.966,3,1.33,1.77,16.3,205.8
BOB-1003-1406,Bobigny,48.905705,2.454914,0.511,10,4,1.15,2025-10-03T10:00,20.5,0.16,0.866,4,2.88,2.86,14.4,239.8
VRY-1003-1407,Viry-Chatillon,48.677033,2.390736,0.524,22,4,1.0,2025-10-03T22:00,18.6,0.65,0.911,1,1.82,2.69,5.7,252.5
MAL-1003-1408,Malakoff,48.80399,2.285225,0.495,20,4,1.522,2025-10-03T20:00,19.6,4.8,0.996,2,3.18,4.36,25.4,162.3
BOB-1003-1409,Bobigny,48.900014,2.458346,0.384,8,4,1.667,2025-10-03T08:00,16.7,0.34,0.968,7,2.83,3.92,17.9,85.7
RSB-1003-1410,Roissy-en-Brie,48.796161,2.677945,0.263,17,4,1.595,2025-10-03T17:00,25.6,0.22,0.921,7,2.11,1.93,19.9,86.1
MAL-1003-1411,Malakoff,48.820764,2.307194,0.196,8,4,1.522,2025-10-03T08:00,17.5,0.0,0.969,3,2.79,3.0,11.1,75.0
RSB-1003-1412,Roissy-en-Brie,48.781946,2.639815,0.572,20,4,1.595,2025-10-03T20:00,12.8,0.38,0.941,3,2.91,4.34,14.9,160.8
RSB-1003-1413,Roissy-en-Brie,48.787445,2.644893,0.641,21,4,1.1,2025-10-03T21:00,25.2,0.0,0.938,3,2.88,3.31,4.5,298.2
VRY-1003-1414,Viry-Chatillon,48.667868,2.369247,0.319,6,4,1.0,2025-10-03T06:00,18.0,2.52,0.966,3,3.11,3.0,3.0,145.9
RSB-1003-1415,Roissy-en-Brie,48.802213,2.647509,0.534,21,4,1.1,2025-10-03T21:00,12.3,2.88,0.885,1,1.65,1.68,12.8,202.6
VRY-1003-1416,Viry-Chatillon,48.676551,2.372624,0.48,22,4,1.0,2025-10-03T22:00,13.6,0.44,0.933,3,1.67,2.54,15.0,226.8
VLP-1003-1417,Villepinte,48.956639,2.532511,0.397,7,4,1.74,2025-10-03T07:00,7.7,0.0,0.991,4,3.61,3.87,15.3,90.6
VRY-1003-1418,Viry-Chatillon,48.673557,2.36387,0.557,6,4,1.0,2025-10-03T06:00,22.5,0.63,0.868,3,0.95,0.2,8.6,271.3
BOB-1003-1419,Bobigny,48.907352,2.446496,0.471,9,4,1.667,2025-10-03T09:00,2.4,1.12,0.988,4,1.5,2.6,12.1,129.3
VLP-1003-1420,Villepinte,48.948146,2.547302,0.587,18,4,1.74,2025-10-03T18:00,11.5,0.98,0.952,7,3.19,2.44,20.4,141.7
MAL-1003-1421,Malakoff,48.817238,2.308406,0.802,14,4,1.05,2025-10-03T14:00,20.7,2.69,0.934,4,1.8,2.12,12.6,374.5
BOB-1003-1422,Bobigny,48.897501,2.452284,0.642,12,4,1.15,2025-10-03T12:00,13.9,0.66,0.888,4,0.55,0.2,13.4,276.0
BOB-1003-1423,Bobigny,48.907745,2.43524,0.526,14,4,1.15,2025-10-03T14:00,12.3,3.19,0.887,1,0.95,0.96,12.6,239.0
BOB-1003-1424,Bobigny,48.916792,2.47384,0.821,9,4,1.667,2025-10-03T09:00,20.0,4.36,0.907,4,2.92,2.95,14.7,216.8
BOB-1003-1425,Bobigny,48.919414,2.461902,0.507,17,4,1.667,2025-10-03T17:00,16.1,0.73,0.975,5,1.7,0.98,12.7,183.8
RSB-1003-1426,Roissy-en-Brie,48.782011,2.653767,0.496,11,4,1.1,2025-10-03T11:00,11.1,0.49,0.982,3,1.4,2.9,7.0,208.4
BOB-1003-1427,Bobigny,48.915167,2.456722,0.566,6,4,1.15,2025-10-03T06:00,19.2,0.0,0.89,5,2.12,1.98,6.1,222.7
VLP-1003-1428,Villepinte,48.970389,2.546067,0.348,14,4,1.2,2025-10-03T14:00,11.0,0.0,0.948,5,1.01,1.3,12.2,152.8
RSB-1003-1429,Roissy-en-Brie,48.803709,2.62735,0.768,21,4,1.1,2025-10-03T21:00,11.4,3.81,0.987,4,1.72,1.54,5.2,336.2
VRY-1003-1430,Viry-Chatillon,48.667142,2.370396,0.541,10,4,1.0,2025-10-03T10:00,13.7,3.43,0.943,1,2.83,3.17,4.5,264.2
BOB-1003-1431,Bobigny,48.895139,2.445033,0.432,10,4,1.15,2025-10-03T10:00,33.1,0.76,0.921,4,1.93,2.5,14.6,211.0
BOB-1003-1432,Bobigny,48.915548,2.460032,0.583,15,4,1.15,2025-10-03T15:00,16.0,2.25,0.928,5,2.02,2.24,6.1,270.3
MAL-1003-1433,Malakoff,48.82638,2.312843,0.508,9,4,1.522,2025-10-03T09:00,12.4,0.0,0.922,4,1.65,1.74,15.5,178.9
VLP-1003-1434,Villepinte,48.972996,2.555842,0.408,16,4,1.2,2025-10-03T16:00,19.6,0.9,0.96,4,1.58,1.11,14.8,179.0
VRY-1003-1435,Viry-Chatillon,48.687216,2.380855,0.248,15,4,1.0,2025-10-03T15:00,17.7,0.82,0.921,1,2.24,1.51,8.6,114.7
BOB-1003-1436,Bobigny,48.90529,2.424423,0.644,19,4,1.667,2025-10-03T19:00,14.9,3.12,0.947,6,2.91,2.86,14.0,195.2
VLP-1003-1437,Villepinte,48.975508,2.536907,0.32,16,4,1.2,2025-10-03T16:00,17.9,3.69,0.953,4,2.6,2.82,10.9,138.3
VLP-1003-1438,Villepinte,48.958711,2.53775,0.768,15,4,1.2,2025-10-03T15:00,15.0,1.19,0.992,5,1.54,2.2,8.3,309.5
VLP-1003-1439,Villepinte,48.964896,2.537928,0.501,13,4,1.2,2025-10-03T13:00,21.7,0.0,0.955,7,1.84,2.52,12.0,195.9
VLP-1003-1440,Villepinte,48.972048,2.546389,0.53,9,4,1.74,2025-10-03T09:00,20.4,2.26,0.883,4,3.62,3.83,16.2,119.9
VLP-1003-1441,Villepinte,48.990422,2.541449,0.483,13,4,1.2,2025-10-03T13:00,18.3,0.0,0.867,1,2.2,3.32,6.1,189.4
BOB-1003-1442,Bobigny,48.906422,2.465108,0.635,11,4,1.15,2025-10-03T11:00,21.7,1.29,0.948,2,2.73,2.11,9.0,253.5
MAL-1003-1443,Malakoff,48.810328,2.294618,0.461,19,4,1.522,2025-10-03T19:00,20.6,0.0,0.981,4,3.24,2.8,18.9,146.1
RSB-1003-1444,Roissy-en-Brie,48.774415,2.647445,0.301,19,4,1.595,2025-10-03T19:00,19.0,0.65,0.939,4,2.69,2.58,22.5,87.2
RSB-1003-1445,Roissy-en-Brie,48.783521,2.645691,0.733,8,4,1.595,2025-10-03T08:00,16.0,0.0,0.944,3,2.15,2.64,17.3,234.2
VLP-1003-1446,Villepinte,48.974074,2.521673,0.365,17,4,1.74,2025-10-03T17:00,13.6,1.8,0.996,4,3.6,3.54,25.1,120.0
VRY-1003-1447,Viry-Chatillon,48.660858,2.3856,0.317,12,4,1.0,2025-10-03T12:00,12.7,0.0,0.999,1,2.61,3.35,8.6,167.6
RSB-1003-1448,Roissy-en-Brie,48.798165,2.64369,0.476,14,4,1.1,2025-10-03T14:00,15.8,0.0,0.947,2,1.81,2.5,8.4,178.7
VLP-1003-1449,Villepinte,48.953942,2.570548,0.471,12,4,1.2,2025-10-03T12:00,18.0,0.0,0.863,8,2.69,1.95,8.7,178.7
RSB-1003-1450,Roissy-en-Brie,48.783534,2.658385,0.351,18,4,1.595,2025-10-03T18:00,11.6,0.56,0.861,3,2.13,2.7,18.9,122.3
VLP-1003-1451,Villepinte,48.96159,2.541972,0.511,21,4,1.2,2025-10-03T21:00,12.7,0.7,0.979,6,1.88,2.04,13.1,232.9
MAL-1003-1452,Malakoff,48.816516,2.303156,0.585,21,4,1.05,2025-10-03T21:00,18.8,0.0,0.867,3,1.68,1.18,9.6,269.8
VRY-1003-1453,Viry-Chatillon,48.665475,2.391987,0.246,14,4,1.0,2025-10-03T14:00,12.2,0.0,0.991,2,0.93,1.39,10.8,94.0
VRY-1003-1454,Viry-Chatillon,48.688294,2.397962,0.631,20,4,1.45,2025-10-03T20:00,15.2,2.69,0.9,5,2.49,2.67,13.8,205.2
VRY-1003-1455,Viry-Chatillon,48.671308,2.38645,0.475,13,4,1.0,2025-10-03T13:00,25.6,2.08,0.873,3,2.07,1.71,5.0,210.4
VLP-1003-1456,Villepinte,48.976068,2.548759,0.474,11,4,1.2,2025-10-03T11:00,22.0,0.86,0.98,8,1.36,1.12,7.7,176.2
MAL-1003-1457,Malakoff,48.812625,2.296981,0.8,16,4,1.05,2025-10-03T16:00,15.3,0.95,0.922,3,3.55,3.26,10.4,386.8
VRY-1003-1458,Viry-Chatillon,48.678536,2.370163,0.517,22,4,1.0,2025-10-03T22:00,17.0,0.0,0.997,5,0.99,0.65,10.6,245.9
MAL-1003-1459,Malakoff,48.812911,2.29149,0.1,9,4,1.522,2025-10-03T09:00,18.0,0.0,0.878,7,1.83,2.01,14.1,53.7
VRY-1003-1460,Viry-Chatillon,48.648493,2.392676,0.538,8,4,1.45,2025-10-03T08:00,20.3,1.83,0.966,6,1.82,1.36,21.3,172.8
RSB-1003-1461,Roissy-en-Brie,48.786759,2.673389,0.237,15,4,1.1,2025-10-03T15:00,19.4,0.0,0.907,5,1.32,2.05,14.0,102.7
VRY-1003-1462,Viry-Chatillon,48.684125,2.393559,0.122,15,4,1.0,2025-10-03T15:00,23.2,0.37,0.948,3,1.52,1.75,3.0,73.1
VRY-1003-1463,Viry-Chatillon,48.673139,2.396912,0.544,9,4,1.45,2025-10-03T09:00,13.0,0.91,0.965,5,1.94,0.3,13.2,161.4
BOB-1003-1464,Bobigny,48.897615,2.47017,0.567,21,4,1.15,2025-10-03T21:00,20.0,0.0,0.978,5,2.99,3.52,12.3,242.2
RSB-1003-1465,Roissy-en-Brie,48.775693,2.6533,0.562,11,4,1.1,2025-10-03T11:00,15.7,0.34,0.904,2,2.62,2.86,16.8,285.9
MAL-1003-1466,Malakoff,48.821962,2.316192,0.589,17,4,1.522,2025-10-03T17:00,16.2,1.45,0.964,7,3.11,3.05,9.8,211.9
BOB-1003-1467,Bobigny,48.907253,2.439112,0.52,20,4,1.667,2025-10-03T20:00,16.7,0.0,0.974,6,2.59,2.62,13.7,136.6
RSB-1003-1468,Roissy-en-Brie,48.781501,2.653384,0.361,18,4,1.595,2025-10-03T18:00,16.5,0.09,0.963,9,1.27,1.58,14.7,131.0
VLP-1003-1469,Villepinte,48.975889,2.553176,0.673,14,4,1.2,2025-10-03T14:00,12.8,1.33,0.886,3,1.94,2.18,13.5,254.6
VLP-1003-1470,Villepinte,48.961222,2.558384,0.692,12,4,1.2,2025-10-03T12:00,14.8,0.0,0.975,8,2.35,2.09,13.9,307.1
RSB-1003-1471,Roissy-en-Brie,48.787983,2.674769,0.549,16,4,1.1,2025-10-03T16:00,16.5,2.62,0.928,5,1.66,2.01,15.6,254.8
MAL-1003-1472,Malakoff,48.823904,2.292,0.578,12,4,1.05,2025-10-03T12:00,14.7,0.0,0.98,3,2.62,2.21,10.7,313.0
RSB-1003-1473,Roissy-en-Brie,48.788686,2.655068,0.492,9,4,1.595,2025-10-03T09:00,13.7,1.28,0.885,4,3.08,2.52,7.4,164.1
BOB-1003-1474,Bobigny,48.898923,2.452379,0.164,15,4,1.15,2025-10-03T15:00,23.8,4.34,0.957,1,2.55,3.1,7.9,96.5
BOB-1003-1475,Bobigny,48.904338,2.457704,0.357,16,4,1.15,2025-10-03T16:00,18.2,0.58,0.881,1,1.6,2.23,3.0,126.4
RSB-1003-1476,Roissy-en-Brie,48.794592,2.653178,0.702,20,4,1.595,2025-10-03T20:00,15.1,0.82,0.969,6,2.37,2.79,19.8,191.9
BOB-1003-1477,Bobigny,48.908567,2.446721,0.39,7,4,1.667,2025-10-03T07:00,16.5,0.0,0.879,5,2.98,3.31,20.8,137.3
MAL-1003-1478,Malakoff,48.830307,2.306454,0.362,14,4,1.05,2025-10-03T14:00,13.6,0.55,0.898,1,1.41,1.81,5.8,208.7
MAL-1003-1479,Malakoff,48.831606,2.306433,0.571,10,4,1.05,2025-10-03T10:00,20.1,0.45,0.873,3,1.55,1.48,9.6,257.4
VLP-1003-1480,Villepinte,48.965666,2.52049,0.546,12,4,1.2,2025-10-03T12:00,18.5,0.0,0.886,3,3.71,4.37,13.3,213.6
VRY-1003-1481,Viry-Chatillon,48.668802,2.359666,0.298,21,4,1.0,2025-10-03T21:00,25.7,5.36,0.933,4,2.88,2.94,12.2,192.7
VLP-1003-1482,Villepinte,48.973374,2.560538,0.6,13,4,1.2,2025-10-03T13:00,16.1,1.08,0.992,3,0.76,0.56,3.0,266.7
BOB-1003-1483,Bobigny,48.917818,2.449053,0.334,7,4,1.667,2025-10-03T07:00,16.3,2.5,0.886,5,2.4,1.93,16.6,115.3
VLP-1003-1484,Villepinte,48.977663,2.549462,0.502,14,4,1.2,2025-10-03T14:00,24.4,1.56,0.898,3,1.41,2.25,4.1,225.1
BOB-1003-1485,Bobigny,48.902505,2.459053,0.529,15,4,1.15,2025-10-03T15:00,17.1,0.11,0.923,6,2.23,2.56,11.8,215.3
VRY-1003-1486,Viry-Chatillon,48.679021,2.386143,0.462,7,4,1.45,2025-10-03T07:00,16.0,0.49,0.874,4,1.79,1.85,10.2,153.4
MAL-1003-1487,Malakoff,48.80896,2.295632,0.1,9,4,1.522,2025-10-03T09:00,13.4,0.0,0.944,6,1.56,2.14,17.4,32.5
BOB-1003-1488,Bobigny,48.905748,2.458997,0.415,9,4,1.667,2025-10-03T09:00,16.5,0.0,0.988,5,2.98,3.25,23.8,124.9
RSB-1003-1489,Roissy-en-Brie,48.780312,2.641748,0.474,6,4,1.1,2025-10-03T06:00,14.2,1.56,0.89,2,1.94,1.69,11.1,214.6
BOB-1003-1490,Bobigny,48.905844,2.475388,0.337,21,4,1.15,2025-10-03T21:00,21.7,3.32,0.963,5,1.75,0.97,8.5,169.2
BOB-1003-1491,Bobigny,48.92072,2.438821,0.267,15,4,1.15,2025-10-03T15:00,20.5,0.0,0.899,6,1.81,3.57,10.5,140.8
VLP-1003-1492,Villepinte,48.95666,2.554923,0.542,13,4,1.2,2025-10-03T13:00,12.8,0.0,0.892,3,2.17,2.66,10.1,197.7
MAL-1003-1493,Malakoff,48.827496,2.310869,0.683,15,4,1.05,2025-10-03T15:00,18.9,4.69,0.947,2,0.66,0.82,14.3,357.7
RSB-1003-1494,Roissy-en-Brie,48.79629,2.626867,0.762,15,4,1.1,2025-10-03T15:00,19.6,0.9,0.971,4,3.43,4.35,6.3,354.7
VLP-1003-1495,Villepinte,48.969021,2.565471,0.553,12,4,1.2,2025-10-03T12:00,23.5,0.52,0.921,5,1.69,1.21,10.7,245.3
MAL-1003-1496,Malakoff,48.821772,2.298636,0.863,15,4,1.05,2025-10-03T15:00,19.0,0.98,0.91,4,1.26,1.17,5.7,396.6
VLP-1003-1497,Villepinte,48.969458,2.552052,0.324,20,4,1.74,2025-10-03T20:00,12.8,2.35,0.987,8,2.4,2.5,17.4,124.6
RSB-1003-1498,Roissy-en-Brie,48.800709,2.650412,0.712,15,4,1.1,2025-10-03T15:00,20.3,0.85,0.888,4,2.35,2.22,12.0,299.2
BOB-1003-1499,Bobigny,48.927496,2.476113,0.569,6,4,1.15,2025-10-03T06:00,21.6,0.0,0.899,3,2.12,2.15,7.6,238.3
VRY-1003-1500,Viry-Chatillon,48.664324,2.368196,0.563,11,4,1.0,2025-10-03T11:00,17.9,0.56,0.965,3,1.61,1.21,12.6,271.5
BOB-1003-1501,Bobigny,48.910839,2.462519,0.567,10,4,1.15,2025-10-03T10:00,15.6,3.25,0.879,1,1.74,1.77,11.8,253.2
MAL-1003-1502,Malakoff,48.801652,2.313649,0.541,19,4,1.522,2025-10-03T19:00,18.4,7.61,0.913,1,2.45,3.31,14.7,196.9
VLP-1003-1503,Villepinte,48.962252,2.548073,0.55,18,4,1.74,2025-10-03T18:00,17.2,0.55,0.965,4,2.92,1.56,17.1,140.8
BOB-1003-1504,Bobigny,48.914515,2.436484,0.245,8,4,1.667,2025-10-03T08:00,26.7,1.59,0.954,4,2.76,2.91,10.5,73.5
VLP-1003-1505,Villepinte,48.954777,2.569761,0.752,13,4,1.2,2025-10-03T13:00,16.6,0.53,0.933,3,2.78,3.1,14.7,285.1
MAL-1003-1506,Malakoff,48.814177,2.298138,0.632,12,4,1.05,2025-10-03T12:00,15.7,1.75,0.965,1,1.34,1.07,11.0,319.9
MAL-1003-1507,Malakoff,48.812104,2.288881,0.372,12,4,1.05,2025-10-03T12:00,24.6,0.0,0.87,6,0.57,0.2,6.7,184.3
VLP-1003-1508,Villepinte,48.972957,2.558319,0.512,10,4,1.2,2025-10-03T10:00,23.3,3.59,0.997,2,1.83,1.55,6.8,202.4
RSB-1003-1509,Roissy-en-Brie,48.797082,2.67239,0.46,11,4,1.1,2025-10-03T11:00,20.8,0.0,0.994,4,1.81,0.25,7.5,204.5
MAL-1003-1510,Malakoff,48.818233,2.303884,0.364,10,4,1.05,2025-10-03T10:00,21.6,0.0,0.878,7,1.53,1.91,4.8,175.3
BOB-1003-1511,Bobigny,48.91397,2.447147,0.438,12,4,1.15,2025-10-03T12:00,18.2,3.11,0.863,3,2.11,2.41,11.0,194.5
RSB-1003-1512,Roissy-en-Brie,48.801769,2.676871,0.27,7,4,1.595,2025-10-03T07:00,14.7,0.0,0.946,5,2.77,2.48,12.2,85.0
VLP-1003-1513,Villepinte,48.981325,2.549252,0.241,20,4,1.74,2025-10-03T20:00,25.3,0.0,0.935,4,2.49,2.48,15.9,40.4
